2019-12-20 06:48:40.386 UTC,1576600065849,1663948434855610872,71,2,210,3922
2019-12-20 00:38:59.467 UTC,1576800403054,8639806708546939636,76,3,230,4016
2019-12-20 00:38:59.467 UTC,1576794333343,8639806708546939636,39,3,220,4024
2019-12-20 06:49:03.586 UTC,1576820025128,1823021417684424168,34,3,422,3931
2019-12-20 06:49:03.586 UTC,1576781831659,1823021417684424168,98,3,317,4022
2019-12-20 06:47:51.440 UTC,1576754620934,5501557491427315026,100,3,309,4073
2019-12-20 11:10:16.566 UTC,1576766714517,4134320508726184393,62,3,352,3983
2019-12-20 11:10:15.488 UTC,1576833389880,4134320508726184393,93,3,230,4076
2019-12-20 12:43:40.981 UTC,1576836818920,7447851664904419341,77,3,250,4023
2019-12-20 11:10:17.626 UTC,1576756500221,7616865224021772854,51,3,220,3649
2019-12-20 11:11:39.814 UTC,1576687233060,3022679472782158098,54,3,320,4003
2019-12-20 11:11:39.814 UTC,1576688278181,3022679472782158098,100,3,280,3934
2019-12-20 06:51:19.271 UTC,1576757897859,1619050723735659394,72,5,220,4064
2019-12-20 11:10:59.508 UTC,1576640500772,4832194054199488753,78,3,305,3676
2019-12-20 11:10:59.508 UTC,1576587148803,4832194054199488753,68,4,300,4237
2019-12-20 12:43:36.762 UTC,1576815498194,3040346024796739175,71,4,280,3697
2019-12-20 01:09:53.496 UTC,1576713816446,4205648711971989178,41,3,350,3987
2019-12-20 06:50:03.527 UTC,1576740690057,2033839424853390881,100,3,270,3664
2019-12-20 06:50:03.527 UTC,1576803199482,2033839424853390881,100,3,230,4078
2019-12-20 06:50:03.527 UTC,1576763935967,2033839424853390881,33,3,7,3723
2019-12-20 06:50:03.527 UTC,1576768143501,2033839424853390881,48,3,160,3931
2019-12-20 06:50:03.527 UTC,1576765499728,2033839424853390881,57,3,240,3656
2019-12-20 06:50:03.527 UTC,1576766870809,2033839424853390881,46,3,240,4022
2019-12-20 06:50:03.527 UTC,1576772491659,2033839424853390881,81,3,270,3932
2019-12-20 06:50:03.527 UTC,1576740427650,2033839424853390881,78,3,243,3956
2019-12-20 06:50:03.527 UTC,1576741640647,2033839424853390881,50,3,280,3523
2019-12-20 06:50:03.527 UTC,1576765499658,2033839424853390881,94,2,320,3848
2019-12-20 06:50:03.527 UTC,1576739854308,2033839424853390881,49,3,352,3885
2019-12-20 06:50:03.527 UTC,1576772339295,2033839424853390881,70,3,320,3979
2019-12-20 06:50:03.527 UTC,1576740168197,2033839424853390881,83,3,210,3744
2019-12-20 06:50:03.527 UTC,1576757352246,2033839424853390881,61,3,110,3702
2019-12-20 06:50:03.527 UTC,1576771176814,2033839424853390881,15,3,220,3710
2019-12-20 06:50:03.527 UTC,1576740944401,2033839424853390881,255,3,220,3687
2019-12-20 06:50:03.527 UTC,1576739854381,2033839424853390881,100,3,314,3957
2019-12-20 06:50:03.527 UTC,1576765205936,2033839424853390881,49,3,240,3261
2019-12-20 06:50:03.527 UTC,1576745741915,2033839424853390881,78,3,220,4107
2019-12-20 06:50:03.527 UTC,1576739332124,2033839424853390881,66,3,236,3903
2019-12-20 06:50:03.527 UTC,1576739604638,2033839424853390881,90,3,220,3922
2019-12-20 06:50:03.527 UTC,1576772813817,2033839424853390881,100,3,230,3821
2019-12-20 00:24:32.184 UTC,1576748946447,4075876460808018947,100,3,220,3631
2019-12-20 12:43:35.686 UTC,1576821531875,1912134644026618268,66,3,220,3723
2019-12-20 00:25:32.300 UTC,1576776229611,8905346606975686291,255,3,310,3598
2019-12-20 06:49:54.284 UTC,1576759761643,8481925834493628495,58,3,365,3730
2019-12-20 06:49:54.284 UTC,1576761599484,8481925834493628495,46,3,220,4069
2019-12-20 06:49:54.478 UTC,1576774644639,8481925834493628495,98,3,319,3909
2019-12-20 06:49:54.284 UTC,1576752261050,8481925834493628495,89,3,243,4034
2019-12-20 06:49:54.478 UTC,1576750164501,8481925834493628495,36,3,100,3854
2019-12-20 06:49:54.284 UTC,1576756233718,8481925834493628495,51,3,320,3716
2019-12-20 06:50:20.817 UTC,1576774885609,6334031507023345013,255,3,307,3734
2019-12-20 06:49:52.115 UTC,1576745265056,1237002284991267594,26,3,223,3948
2019-12-20 06:49:52.107 UTC,1576651389628,1237002284991267594,49,3,270,3533
2019-12-20 06:49:55.876 UTC,1576770526630,7246019595253524234,83,3,180,3784
2019-12-20 06:49:55.876 UTC,1576767226939,7246019595253524234,55,3,295,3728
2019-12-20 06:49:55.876 UTC,1576767947374,7246019595253524234,63,3,280,4125
2019-12-20 06:49:55.876 UTC,1576767935252,7246019595253524234,78,3,275,3784
2019-12-20 06:49:55.876 UTC,1576763415187,7246019595253524234,70,3,200,3740
2019-12-20 06:49:55.876 UTC,1576767934058,7246019595253524234,84,3,287,3714
2019-12-20 06:49:55.876 UTC,1576751701099,7246019595253524234,98,3,310,3695
2019-12-20 06:49:55.876 UTC,1576758473143,7246019595253524234,28,3,226,3673
2019-12-20 06:49:55.876 UTC,1576759164533,7246019595253524234,255,3,225,4111
2019-12-20 06:49:55.876 UTC,1576748573498,7246019595253524234,99,3,352,4076
2019-12-20 06:49:55.876 UTC,1576767925479,7246019595253524234,100,3,230,3647
2019-12-20 06:49:55.876 UTC,1576749153945,7246019595253524234,79,3,350,3426
2019-12-20 06:49:55.876 UTC,1576768140663,7246019595253524234,94,3,260,3874
2019-12-20 06:49:55.876 UTC,1576767901995,7246019595253524234,63,3,200,3709
2019-12-20 06:49:55.876 UTC,1576763362154,7246019595253524234,51,3,355,4058
2019-12-20 06:49:55.876 UTC,1576768140724,7246019595253524234,36,3,292,3878
2019-12-20 06:49:55.876 UTC,1576770828246,7246019595253524234,100,3,200,3490
2019-12-20 06:49:55.876 UTC,1576767227947,7246019595253524234,100,3,257,3713
2019-12-20 06:49:55.876 UTC,1576769414355,7246019595253524234,95,3,200,4153
2019-12-20 06:49:55.876 UTC,1576767933959,7246019595253524234,90,3,280,3653
2019-12-20 11:11:04.418 UTC,1576804920675,202057970130960749,100,3,320,3794
2019-12-20 11:11:04.418 UTC,1576797785886,202057970130960749,72,3,151,3655
2019-12-20 11:10:14.427 UTC,1576839918891,4883724949040975072,100,3,251,3951
2019-12-20 06:48:26.526 UTC,1576776537313,7904185434570493661,255,3,251,4051
2019-12-20 06:48:32.812 UTC,1576771929458,7904185434570493661,100,3,211,3603
2019-12-20 06:48:26.526 UTC,1576775579909,7904185434570493661,100,3,220,4273
2019-12-20 06:48:26.526 UTC,1576776897798,7904185434570493661,255,3,190,4104
2019-12-20 06:48:26.526 UTC,1576776706409,7904185434570493661,50,4,220,3910
2019-12-20 06:48:32.919 UTC,1576771765242,7904185434570493661,91,3,250,3794
2019-12-20 06:48:32.810 UTC,1576773891466,7904185434570493661,75,3,327,3946
2019-12-20 06:48:32.919 UTC,1576775194511,7904185434570493661,87,3,230,3957
2019-12-20 06:48:32.919 UTC,1576772692031,7904185434570493661,74,3,210,3719
2019-12-20 06:48:26.526 UTC,1576776681304,7904185434570493661,43,3,250,3933
2019-12-20 06:48:26.260 UTC,1576775116888,7904185434570493661,52,3,260,3685
2019-12-20 06:48:26.260 UTC,1576774853681,7904185434570493661,27,3,285,4136
2019-12-20 06:48:32.812 UTC,1576772823056,7904185434570493661,85,3,210,4070
2019-12-20 06:48:26.526 UTC,1576776698349,7904185434570493661,58,3,210,3629
2019-12-20 06:48:32.812 UTC,1576774948465,7904185434570493661,27,3,110,4010
2019-12-20 06:48:32.810 UTC,1576772001729,7904185434570493661,100,3,240,4086
2019-12-20 06:48:26.260 UTC,1576774912447,7904185434570493661,100,3,120,3938
2019-12-20 06:48:32.812 UTC,1576771377495,7904185434570493661,28,3,360,3712
2019-12-20 06:48:32.812 UTC,1576775309477,7904185434570493661,100,3,350,3714
2019-12-20 06:48:32.919 UTC,1576774672692,7904185434570493661,255,3,180,3838
2019-12-20 06:48:32.919 UTC,1576771943238,7904185434570493661,90,3,260,3216
2019-12-20 06:48:32.919 UTC,1576775321642,7904185434570493661,90,3,270,3707
2019-12-20 06:48:26.260 UTC,1576775231433,7904185434570493661,95,2,242,3553
2019-12-20 06:48:26.526 UTC,1576776727051,7904185434570493661,33,3,210,3707
2019-12-20 06:48:32.812 UTC,1576771926101,7904185434570493661,83,3,260,4134
2019-12-20 06:48:26.526 UTC,1576775582513,7904185434570493661,94,3,250,3788
2019-12-20 06:48:26.526 UTC,1576775449320,7904185434570493661,255,2,352,3830
2019-12-20 06:48:32.812 UTC,1576773871193,7904185434570493661,27,3,270,3942
2019-12-20 06:48:32.810 UTC,1576773872412,7904185434570493661,97,4,215,3737
2019-12-20 06:48:26.526 UTC,1576775326066,7904185434570493661,52,3,304,3794
2019-12-20 06:48:32.919 UTC,1576774879987,7904185434570493661,47,3,326,3709
2019-12-20 06:48:32.919 UTC,1576772770188,7904185434570493661,255,3,210,3745
2019-12-20 06:48:32.919 UTC,1576775233791,7904185434570493661,68,3,425,3769
